rewire_id,text,label_sexist,label_category,label_vector,split,consensus
sexism2022_english-11165,Sugar and Spice and women are never nice.,sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-11181,"Hey cuck, your wife was a slut fucking around in her youth. I despise betas like you.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-11192,What an evil traitorous bitch,sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-11231,He seriously took an initially hostile interviewer and made her his bitch. That was unbelievable,sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-11241,[USER] Q: Why do so many women fake orgasm. A: Because they think we care.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,all_sexist
sexism2022_english-11254,Not all Blacks are complete NIGGERS like this whore The Pure POS Nigger bitch gives others a bad name fucking cunt Should investigate where she worked and deaths,sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-1131,"It's all about money and status, my friend. If you have neither, you'll never get anywhere, with any woman. Ask autistic men (not the lucky guys in STEM/well-paid careers) how this works.",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-1134,"Husband is tired and working too much? Be an ungrateful bitch, start a fight, and make him sleep on the sofa. Granted, he was an A grade eager cuck, but I bet he's better off like this",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-11346,"That smile on her face that says ""yup I can act like a total bitch and he still does things for me""",sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-11395,Maybe to women that's what slaying means. But to men it's just racking up a pussy count.,sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,all_sexist
sexism2022_english-11408,"Heh, don't worry about it bro. The only sexual activity those fuckers get is oral clean-up duty of the multi-cummed skank pussy of their girlfriend after getting trained by Black Panthers at a BLM rally.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-11496,I hope she gets raped,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,all_sexist
sexism2022_english-11498,Today's generation of women are fucking miserable and uptight,sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-11529,"Bitch shouldn't have come here illegally, now should she? #ByeFelicia #DeportThemAll [URL]",sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-11559,"Good man! But if you had billions, she would want billions, and no woman would settle for 5 or 10 million, when she could get 1 or 2 billion!",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,all_sexist
sexism2022_english-11573,He should have posted „bitch“. At least I would have. Shameless thot.,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-11579,Another pandering whore looking for 15 minutes of her masters acknowledgement,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-11583,*women spend all free time trying to block male only activities*,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,all_sexist
sexism2022_english-11609,Women would rather share an alpha than have a beta to themselves.,sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-11619,If you ever worked in a restaurant kitchen you would know that there are no female cooks or chefs. The only thingS women do in a restaurant are hosting and table waiting.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,all_sexist
sexism2022_english-11692,"Pretty soon, looking at a woman is ""eye rape"". All men should move to Mars and leave this stinking Earth to women.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-11744,"Well, you kinda gotta lower your standards a bit, and your dating pool may open. Heck, I even fingered a junkie girl.",sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,all_sexist
sexism2022_english-11763,"you have to realize that in today's universities, 80% of these ""women"" are fat, sjws/feminists, and in no way more than a 3-4. of the other 20%, maybe 30% are decent looking, fuckable women who won't scream rape after you alpha widow them.",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-11821,bet hes a little bitch living in his moms basement whilst chewing on doritos,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-11822,"It's true bruh. I also help with love lives. Show this meme to the next woman you see. If she doesn't laugh, smack the shit out of her. 😬",sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,all_sexist
sexism2022_english-1196,"It was like a big sisterhood all stemming from her, Most feminists that bitch about the ""old boys' club"" would gladly work in an ""old girls' club"" and never realize the hypocrisy.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-11979,"College girls are insane, brainwashed man-haters.",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-1205,"Well no fucking shit because women dont want to be ugly, sweaty, or a fucking CEO. Hmm what the fuck did I just lose a brain cell.",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-12098,"Among letters attesting to her ‘good character’ was one written by her carpenter husband of 13 years, Paul, 34. He helped her cover her face as she arrived at court for yesterday’s hearing. Double pussy pass! Idiot husband deserves what he gets.",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,all_sexist
sexism2022_english-12107,"If the ass is as spectacular as you say it is and you get another opportunity with her, consider yourself blessed by the pussy gods. Most likely scenario is that that door has closed, accept that you fucked up and do better next time.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-12169,"You better get that frame of mind out of your brain cause girls, even if really interested, usually won't make the first steps. If pursueing girls is too much work, you better get over that fact cause they mostly expect you to do that shit.",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,all_sexist
sexism2022_english-12207,"I'm saying we should ""man up"" and start acting, not just complaining. Every other thread ends up devolving into a woman/feminist bashing thread. It's time to organize and stop bitching.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-12211,"Hey look, a female trying to normalize the dysfunctional female behavior of withholding sex under the guise of it being ""good for the relationship"".",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-12245,"Agree. I've made the six figure income. Although I had to work 80 hours a week to do it. Women don't give a fuck. They'd rather fuck broke chad, nothing makes up for lack of physical attraction. Nothing. The women that fake it are using you.",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,all_sexist
sexism2022_english-12255,Please. Whip out your white chad jawline and your fat cock and she will RUVYOURONTINE!! Asian bitches is the same.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-12260,How does one learn how to choke a women? I assume there is an art to it? Is it that you're depriving blood to the brain more so than choking the windpipe?,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,all_sexist
sexism2022_english-12264,"once the patriarchy is gone, the future is female. ...which will result in collapse, anarchy, war, destruction, slavery, famine, disease, devastation, death, new dark age and hard patriarchy. aka, the reset.",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,all_sexist
sexism2022_english-12276,"Just goes to show you, the Liberals hate when Black's have an opinion that differs. Then, a black woman of course, should go suck a dick for her opinion.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-12286,"The low-t men and hysterical women that have been brainwashed by the leftist agenda are losing it. Remember, it's not over yet. The war continues to #DestroyTheLeft",not sexist,none,none,test,all_sexist
sexism2022_english-12308,Just like they did to Stormy. People now see the way the radical feminist machine uses women as weapons to smear and make false accusations against men. Women will never be believed again. They brought it on themselves.,sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,all_sexist
sexism2022_english-12315,"Damn now i have an idea. Making a fake Chad account and getting multiple roasties emotionally invested and then breaking their hearts, if they even have one. I shall find out for SCIENCE.",sexist,4. prejudiced discussions,4.1 supporting mistreatment of individual women,test,all_sexist
sexism2022_english-12467,[USER] · 8h8 hours ago Shouldn’t the most infamous loser in history shut her pie hole at this point? It’s becoming an authentic tragedy. #TumblingHag [URL],sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-12476,"AWALT. The guy had social status, so she attached to it instantly.",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-12521,"Never cross a Russian women, they make crazy American women look like saints.",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-12534,she is such a cunt however if putin was smart he would not go on her show or nbc,sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-12554,"Fuck sorry to hear that bro, don't think about roping from find ways to cope, women are shallow it's just the way it works",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-12555,"feminists are women that cannot get laid, same thing as the beta males...",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-12576,Chelsea is one ugly bitch. Looks like neither of the Clintons probably was adopted like the 2 Obama girls. Last I heard Hillary prefers woman that's why Bill fucked anything with breast.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-12588,Yeah because men are so picky. Dumb fucking whores and numales.,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-12679,Benefits for women yes ….. have been in many workplaces like that… sexism in favour of women… xx chromosomes get promotions and long lunches while the men are the office slaves working 60 hr weeks for min wage,sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,all_sexist
sexism2022_english-1268,the fact that women expect men to pay for them should also be the reason why men should have authority over them,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,all_sexist
sexism2022_english-12700,Wives and girlfriends cheating is violence against the man because they are giving away the resources invested in her wellbeing. Sadly our society denies that men are victims in any way because woke leftists need an enemy to sell security.,sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,all_sexist
sexism2022_english-12784,Women who live with the baby-daddy are *always* fucking the baby-daddy or he would have kicked her to the curb already.,sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,all_sexist
sexism2022_english-12799,"yeah sure, I'm sure you will choose my chinky yellow face over Chris Hemsworth anyday, yeah I really believe you! > >just STFU already and piss off, in 2020 we men already know all you women are liars",sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-12804,If I walked up to a woman and told her she is beautiful she would probably call the police or cuss me out,sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-12812,"Yes, child grooming for sexual purposes is illegal under US law. Some of the girls were 14 or so when he first contacted them. As far as the legal age bitches, more power to him.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-12867,All women are children,sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-12897,"yeah but things are different now. tradcons are part of the problem. when the muslims take over, im gonna learn arabic and im gonna have me a harem. gotta admit muslims keep their women in check",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,all_sexist
sexism2022_english-1296,Somebody be guilt trippin' and projecting at the same time. It's women's fault he's a bitter asshole!,sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-13047,"Feminine traits in men can be exploited for gain, comfort, being in control; what kind of sexual benefit (the kind that men are generally interested in) can be gained from an androgynous woman?",sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,all_sexist
sexism2022_english-13053,"The arrogance of these people is never ending! They think they are gods, disconnected from any possible consequences of their actions. I suggest that Titans fans should take this bitch up on her offer and not show up in droves.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-13099,She is an attention whore AND since she is a stay at home wife/mother she is probably cheating and will definitely divorce rape this guy in 5-10 years.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-13101,"When it pertains to women, the size of her tits is directly proportional to the length of the hug I give.",sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,all_sexist
sexism2022_english-13186,"uhh basically everything, any woman who joins anything like that with glee is mentally insane, if they weren't, they wouldn't",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-13215,"Showing faux concern for incels is the new ""Ha ha, you can't get laid"". Women never change.",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-13241,"One of the most basic points when taking TRP is to learn how to push-pull with women, which is exactly what her ex-bf does. Just about every girl I've been with describes me the EXACT same way she just described her ex. What a fucking dumb bitch.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-13255,Cry about it incel bitches.,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-13280,"But men suffer more during the pandemic because for every 70 cents a woman loses, a man loses a whole dollar.",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,all_sexist
sexism2022_english-13364,Omg if I had a quarter for all them ugly ass bitches on them apps 🤣 🤢🤮 nothing but far ugly shrek type women.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-13368,"Hahaha, what a cuckold. I would've just ghosted her. ""I will not tell her what to do"" YOU ARE IN A RELATIONSHIP WITH HER, ITS YOUR DUTY TO TELL HER WHAT TO DO. Cuckold motherfucker. Now it's too late, dump the bitch.",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-13369,EEEEWWWWW!!! So basically only a fucking filthy kike is able to fuck that butt-ugly cunt? OK. Got it. paper bag! paper bag! Bet she has puppies because he only nails her doggy style....with a bag on her head.....,sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-13393,"There's a reason for gender roles. Men don't lust over butch girls, and women don't want soft, metrosexual hipsters. I totally agree.",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,all_sexist
sexism2022_english-13460,Do female pilots sit in a cuntpit ?,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-13469,mfw surrounded by thots,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-1351,pick a woman who is unlikely to screw them over No such woman exists.,sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-13560,"It's part of the reason I can't watch the latest girl power movies from Hollywood. In the movies, one woman can kick the ass of 1,000 men. Without any training. In real life, if a woman is about to get raped she cries for help.",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-13582,I've dealt with evil women personally so this is no surprise it does make a case for awalt. She cares more about her movement that a man that loved her.,sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-13597,Australia is probably the worst place to be a man. Every man there is on steroids. Every woman is a fucking fatass.,sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-13625,"Short guys still get pussy, incel bitch boys.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-13678,"And then instead of focusing on important things, like work, one needs to pour one's energies into entertaining fickle thots. Or, doing useful work, and being an incel.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-13693,"Forgot about the part where it says ""gives women the Gina Tingles"". Women love abusive sadistic killers such as Ted Bundy and Charles Manson. They run Dark Triad Game on everyone and have an abundance mentality.",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-13694,Fucking lol. Bitches love trinkets.,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-1370,James Woods‏Verified account [USER] 8m8 minutes agoMore The #Swamp will simply never convict this hag for anything. Ever. So don’t ever bother to discuss it. [URL],sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-13702,"wasserman schultz is proof that an ugly soul can create an ugly physicality...what a disgusting creature she is old whores don't die, they just become #DNC chairwomen",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-13725,i hope men will be inspired to punish lousy women like you [USER] caruso after they see what happens to bitches like you. fucking die you fucking bitch!!!!!!!!!!!!!!!!!!![USER] caruso.,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,all_sexist
sexism2022_english-13767,"What's stopping you from simply kicking her out, cold turkey ? Tell her as little as possible. Kick the bitch out.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-1380,"Relationships are dead, and women killed em He would've been better off just pumping and dumping",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-1381,Bet she wouldn't have to if she could open carry. These little bitches would behave themselves,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-13810,Miss Pony [USER] posting her own home made porn photos Your one sick bitch !,sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-13836,"The chap on the right is Mussolini (Italys Fascist Dictator) ,the thing top left should have been aborted, the two blokes snogging should be hung and the fat bitch with the ""I'm a Fucking cunt"" T-Shirt. Has never been fucked in her cunt.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-13880,Fuck yes! Bus ride bitches... they're fucking criminals for goodness sake...,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-13913,Damn right! Grandma knows a ho when she sees one.,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-13940,Jesus mate that sounds an awful lot like a BDP narcissistic demon bitch,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-1395,I saw in a mass conversation that men are so used to trashy female behaviour that they don't even realize what's wrong when you call her out,sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-13970,I wouldn't be surprised if the bitch was a sex predator herself!!! [URL],sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-14044,"[USER] ya, that's why she's a whore",sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-14057,"*Got out of a 5 year relationship with a stubborn, bitchy, controlling single mom who didnt let her mask slip until the last few months.* Yep, they are good at hiding that part of themselves.",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-14061,"The sad reality is without sex, men don’t need or want women. But women desire and crave male attention, that’s why they are constantly invading and taking over male spaces.",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,all_sexist
sexism2022_english-14067,\>woman here Opinion discarded.,sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-14094,And if he was a male sex slave he'd bitch and whine,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-14143,All Black women are fat and stupid! But then again I live in reality! But it is a FACT that all DEMOCRATS are RETARDED! They prove this every day!,sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-14197,"Look at those eyes. Either someone unexpectedly just fisted her up the dumper, or that bitch is certifiably a nutburger.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-14217,"No doubt, but I think in any relationship longer than 5 years there's basically a 100% chance that your woman has fucked around on you.",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-14232,It's not hard when all women are cunts.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-14269,"Even if it's unwanted attention (male of inferior SMV), she always can post of cuckbook telling everyone how she's literally raped and gain lots of delicious likes.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-14300,Bro he's litereally 170cm and a framelet he just looks tall and large because the girls are like 160cm and small. I dont know what girl would date a guy that short and small framed in the West that wasn't loaded or had a chad face.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,all_sexist
sexism2022_english-1435,"Yep! Just muted [USER], a female (apparently) Jew who weeps and screams a lot and ""reports"" everyone it disagrees with. Watch the bitch!",sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-14369,"What a total cunt. PS It's the mother who's the total cunt, not the kid.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-14372,feminists want to trap girls until they have no choice but date old jew dykes [USER] [URL],sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
