rewire_id,text,label_sexist,label_category,label_vector,split,sexism_grade
sexism2022_english-11119,"its kind of funny and ironic how this oppressed and enslaved religious group oppressed and enslaved a man into raising a kid not of his own blood, and the virgin woman gets praised throughout the centuries. cuckery at its most finest.",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (low confidence)
sexism2022_english-1112,"looks more like an old bagger if you ask me, and i'm a woman judging her, lol. i am an old bag in general lol.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-11138,"no, but i got some slave girl on a zero hour contract to make make it. how's the hallzster?",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-11156,thank you for dying for safety of chad and stacy and their children.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-11157,how do you fix the dishwasher if its not working? here are some answers from around the world upper left in brazil upper right in armenia lower left in canada lower right in any muslim country,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-11195,lol yep--shes such a tough chick,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-11212,"if you are bleeding from your vagina, you are a woman...period.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-11286,"it is the preference. anyone who says they prefer a woman with makeup is an idiot. you aren't actually attracted to them, you are attracted to a caricature.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-11305,i barfed on hillary clinton when i landed on her. hillary,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-11353,seems like some white man was banging his mom to produce his half assed complexion.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-114,maybe to get drunk and say you raped her?,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-11493,"so if men can beat women at cooking and cleaning, why are incels so obsessed with finding women who can double as a maid?",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-11506,"i talk to people just fine. women at best are okay with me around them. if they want you they make it apparent, and with a shitty frame, height, and face like mine there is no chance.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-11537,hard time deciding if she is as stupid as she looks or she really thinks people are as dumb as dirt.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-11547,"nigger foreplay if u scream i'll kill you, bitch!. niggers tnb dindunuffin blackcrime",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-11568,ghost her ass.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-11585,"a woman's guide to triggering liberals i heard presidenttrump has a 9 inch cock - he can grab my pussy any time he likes, as long as i can grab back then get punched in the face",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-11626,perhaps a page should be taken out of the klintonobamaha playbook and punch back twice as hard destroy her privacy completely.,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist (low confidence)
sexism2022_english-11630,a simp is fucking the girl you want. what does that make you? time to act or move on.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-11728,"she won't mind if you try. it is possible 5 she will say no, and i mean it, but it would really hurt her feelings if you wouldn't try it. talking from my experience.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-11767,imagine if the wwe tried bringing the attitude era back and have a women walk on her fours and bark like trish.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-11777,"lock her up with hillary,,,she needs a similar minded jail mate.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-118,the old hag had a lot of competition crawling around the oval office. potus has a beautiful spouse and clean carpets.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-11826,one look at this woman and it is obvious why she hates men.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-11859,i can't wait for clamydia de'shaniqua to twerk with her crew as she cuts into my abdomen. how multicultural!,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-11877,eh your right but id say 17-18 is ideal for women.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-119,it's probably the left making accounts in an effort to shut this place down because we're not on that gay twitter anymore to trigger the left. they want us gone and then miss us. oh and go fuck your mother!,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-11920,"i'm 53, underweight, and don't have a 6 figures job. i still haven't struggled finding a relationship or talking to girls. the secret ingredient is to not be a total wanker.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-11996,gagging test pay no attention to the caterpillars in her eyes,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-12022,why do all these commie girls have middle age bellies?,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-12057,"if there are 100 men and 100 women, and all of the women have sex with one of the men, 100 of the women will have had sex while only 1 of the men have.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-12115,absolute cuck move. tell her to fuck off,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-12150,"jane will marry some sucker, cheat on him, get divorced, ride the cc, and end up fat, miserable and probably a single mother. you are going to be free, happy and successful!",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-122,"there are no low sex drive women, only unattractive husbandsboyfriends. cmv",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-12218,"i ts a woman whos self worth will be grossly over inflated. . harmless? so no, its far from harmless. social media in general and dating apps in particular have ruined the malefemale dynamic in the west.",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (low confidence)
sexism2022_english-12259,i would love to suck her tits,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-12277,"is this ride fun for them, is this there idea of fun? because ita fucking not. its beyond absurd. a media fucking merry-go-round that makes us all look like twats is not my idea of fun.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (low confidence)
sexism2022_english-12293,"you're not gonna convert anyone. a better post would be, blacks typically commit more violent crime. white women have the right to receive this information, and should seriously consider this risk when looking for boyfriends.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-12331,never enough blood to satisfy these girls. i learned that a long time ago.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-12408,"men, like myself, need them because our moms fucked us up so badly.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-12436,even when they're raping your daughter and sawing off your husband's head with a butcher knife?,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-12461,"score, at least you banged her!",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-12464,"yep, mattress girl kamala is the youngest so she's the most dangerous. she'll be around a long time in that shit state.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-12546,trump extortionist stormy daniels to facilitate cryptocurrency payments on her website for porn content - news finance bitcoin stormydaniels,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-12580,good point. some guys have absolutely no standards. even a 500 pound woman finds some desperate loser willing to love her for who she is,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (low confidence)
sexism2022_english-12583,"ok to any lurking incels the above is a joke, dont go putting yourself on torture racks. i know this seems ridiculous to have to point out.... but considering the fact that this is on a thread about a vagina getting looser with use......",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-12584,true ladies are warriors for truth and nothing is tacky when you stand on the right side of it. in fact it shows a persons quality to stand for the truth when it is unpopular. that is what any true lady or gentleman must do.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-12642,not my point. my point is the average woman puts more effort than the average man. i can walk outside and see plain as day more women that care about their appearance.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-12652,yes i hate women that carry their dogs to the supermarket or those who post a pic with it with a low iq quote about loyality and how a dog is better than a humans but it seems many users here are doing the same thing.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-12682,she should post on simprateme so she gets a 810,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-12732,"charlottesville just elected a communist antifa nigger woman, nikuyah walker as the new mayor.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-12747,"there is no overcoming the long odds because its based off your physical attractiveness. take a hot guy, hell instantly match with women. take a ugly one and he wont get any matches, thats how life goes.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-12750,fucking beard having hijab wearing pieces of shit.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-12763,i dont hate women. i dont love them either. i understand how they work and i'm indifferent towards them. they have no bearing on my life.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-12768,"that's no woman, that's a man baby.",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (low confidence)
sexism2022_english-12809,"i hate when i see a nigga come this close to saying women need to stick to our roles, but then adds just a pinch of feminist bullshit in a cucked attempt to not look sexist.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-12882,"that brown one, bottom right, is being extremely transphobic. if you call lily, a trans undead 12 year old a trap or loli that only leaves shota, a boy. way to misgender her, shitlord!",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-12947,his ashkenazi jaw line... it infuriates me. i want to plant a baseball bat against it so badly. i shouldn't talk like this to a lady... needed to ventilate.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-12981,"you misogynist cisgendered scum. you dared to use facts to show saint anita is wrong, plz reconsider your actions as it constitutes harassment of a woman. s",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-13012,im actually glad they made women clean that,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-13014,that poor bastard. really scrapping under the barrel to fall for her.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-13035,those create your owns as in the ones where you put your name and chosen numbers depending on what type of design of said pro or college ball jersey nike's slinging can put a rape parade on the wallet.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-13051,"if i recall correctly, the icelanders of today are descended from a male population that was 80 scandinavian, 20 celtic thralls, and a female population that was 60 celtic war booty from raids, 40 scandinavian.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-13064,greek authorities move 400 'asylum seekers' out of crowded lesbos camp,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (low confidence)
sexism2022_english-13088,"when asked to help load a womans rollerboard into the overhead bins, how do you respond? i keep my eyes down to avoid eye contact while the women are struggling to load their bags, and that helps. but when asked to help, im not sure how to respond.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-13224,"1010 with interior decorating skills like yours, girls will be falling all over you. i'm falling for you a little myself",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (low confidence)
sexism2022_english-13311,yep what made her think she could enter a nest of niggers? this is how they are not victim blaming but the white guilt and black victim industries are getting whites killed,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-13347,"ironically, men are actually getting paid proportionately less, with players only getting about 9 of revenue generates, whereas female players are taking away roughly 13.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-13378,"so to summarize, men should work and women should care for the children. isn't this a feminist organization?",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-13484,let me just be a faggotx girls will like me now,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-13524,"entitled, personality, lower your standards, slut shaming, improve yourself, therapy",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-13534,avoid argument with women,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-13587,"as an eagle scout, i'm less than pleased with all of this. if women wanted to destroy the bsa, they've done it.",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (low confidence)
sexism2022_english-13598,"i am not an expert on trannies, but they are likely using testosterone to stimulate hair growth. the fda classifies testosterone as category x for pregnant women. so they are damaging the child. no wonder this retard had a miscarriage before.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-13599,want every woman tearing at your pants this october the cute ones? try pumpkin spice penis deodorant. you're welcome men!,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (low confidence)
sexism2022_english-13609,"maybe 10 years ago, now she's too fat and too mommy",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-13616,"all minority characters are good. only exception if they are male, all their skill is immediately superseded by any woman.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-13636,hildegarde von bingen..the only woman composer ever considered truly great. amazing sacred music. a german benedictine nun of all things. lived almost 90 years in the 12 th century!,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-13654,if she's attractive enough many men won't even ask.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-13672,i don't care if women wear makeup. it's worthless and a waste of time in my opinion. check usernames before replying next time.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-13696,if parents were dressing a biological girl this way liberals would say it's sexualization of young girls and oppressive patriarchy.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-13700,what about when i already match with girls but cant get them to write back. they may write me once but then they leave me on read.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-13733,"yep. yesterday, i heard those young whippersnapper lawyers giggling and singing ding-dong the witch is dead, the witch is dead!. they were informed today that they are the witch. pity.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (low confidence)
sexism2022_english-13798,"i saw this as well, women done want the 80 of beta males to understand this.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-13802,the image of hillary having a seizure mid-debate and face-planting from her podium because of a verbal-smackdown from trump is just too lulzy for words. maga gabfam neverhillary hillaryshealth basketofdeplorables,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-13851,who is that ugly woman and why did nike let her design shoes?,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-13875,the baby momma left her cuck with her baby.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-13883,you sound like a beta-male cuck mangina soy boy that cant get laid by a woman.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-13917,if women are to be knocked up and held hostage in texas. then a positive paternity test should cost a man 50 of his income. thats equality. otherwise texas is sexually exploiting and enslaving women,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-13926,it still sounds like you might just have a reactive libido or what i call a pretty normal female libido.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-13933,"mo is a dick. no first 'lady' has had the balls to say something like this. words not becoming of a exiting flotus. she has trashed america before, during, and will after... it's tough not to hate herand i do. _ _ _ _",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-13961,so that's what happened when i was physically and emotionally abused by my feminist mother for the first 14 years of my life. privilege!,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-13979,did you search for beliziangrove women yet? equal opportunisticks,sexist,2. derogation,2.1 descriptive attacks,test,sexist (low confidence)
sexism2022_english-14000,"the two biggest porn searches from women are 'rape' and 'gangbang', lol dozens of studies show this, look it up.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-14002,"you don't hold them collectively accountable by extinguishing your line unless you're just retarded. lower your looks-based expectations, and then look for a woman who thinks she doesn't deserve you, and has a good attitude, and live.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-14050,hahahaha that was my response to an idiot woman bashing me. you wanna join the party too?,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-1410,the ankles never lie... big ankles on a skinny girl? she's only skinny for now...,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-1414,i'd like to jump into her gl gineline,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-14170,sure she has. her and every other person who's been caught acting like an evil witch have all had death threats conveniently appear,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-14188,muslim women wear the burka because the numbers of muslim men is too high. they kniw they'll be raped if they don't. allahs mohammads law,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-14213,"you're spending time wondering about the motivation and intent of women on-line? on-line is beta. they aleady assume you're low value, which is why you have time to spend on there.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-14285,"your asshole is fun, vaginas aren't that fun. we don't bleed one week out of the month. we don't have to terminate a pregnancy through our asses. we give up our assholes for some random chad. ha! hilarious typo... ... unless it's not a typo?",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-14339,"take it easy on the shine, stay away from other boy's women that's one damn good way for a man to get it whooped down these boys tough down here get your ass tore up down here",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-14350,"i dont really have many women, i do have one",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-14366,"very very few girls are actually ugly though. you literally need to be fat, deformed, covered in hair etc to be considered an ugly female... all you need to be considered an ugly man is a weak jawline",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (low confidence)
sexism2022_english-14404,liberal outrageous lies are going to bring america to civil war huffington post headline tonight kavanaugh did not choke up while denying rape claims. he choked up when he talked about what this witch's lies have done to his family,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-14469,valeriejarrett moves into dc mansion to plan overthrow or impeachment of trump with bastard traitor obama and his racist beast wife. shadowgovernment,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-14615,no problem. i will just meditate on mind bleach . just the idea of the woman in a pantsuit is enough to give me the willies but naked with carlos danger,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-14640,wouldn't say he is a simp. just a regular creative man that didn't have time to notice the nature of women. i think some of us are really lucky and smart,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-14654,"i may jump to conclusions, but according to this theory, does that mean gynocentrism is inevitable? right, that's me done here. time for me to hit the maths books! oh, and women, get out of my face! p",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-14686,"she will cry in court about dv , financial abuse , and allege that it was not her mistake but her friends , father and maternal uncle forced her to put a case on him",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-14697,yeah man. as long as you dont desire female validation you can be mgtow,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-14761,well this clearly shows she has no chance against trump maga no pimps allowed fuck 'off' opra,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-14762,"i don't know what's more disturbing the fact that these women may have hiv, or that 20 icelandic women voluntarily slept with a sub-human rape-u-gee. that blue head covering needs some ringed yellow stars to give it a fitting 'eu touch.'",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-14781,"lol! you are too cool, the watchman watcher. every gal appreciates a man who keeps an eye out, at least i know i appreciate it.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-14809,"because its obvious the original movies dont make shit, so they think having the 007 name with a female is going to somehow to great numbers.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-14810,"i'm sure that kinder gentler baboon troop was soon overtaken by the dump defenders troop with the young being massacred and the females being taken as spoils. yeah, sounds pretty great.",sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist (low confidence)
sexism2022_english-14846,"can you imagine, her detractors will just say oh youve just been a victim of patriachy too long, you brainwashed",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-14854,"shes a pos what do u expect,",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-14868,that's female fantasy. i have a lot of experience in that field and nurses marry doctors all the time. something statistics also support.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (low confidence)
sexism2022_english-14879,you guys are joking........right?? there is no way that this asian dude gets more puss than dwayne johnson. you guys are either really funny or delusional.,sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,sexist (low confidence)
sexism2022_english-14915,"mgtow can be guy banging chicks maybe, but it never is",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-14928,nope. she was still raped. there was a recent case where a woman gave a blowjob to a guy who was passed out and cried rape because she revoked her consent and he didn't stop lying there taking it.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-14958,"imagine kneeling before a woman, humbling yourself before her, only to have her say imagine doing it again or having her kneel and accepting the notion of marriage what a faggot",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-14976,first. black democrats upset that black unemployment is down. now. feminists upset with good looking women so they get grid girls fired. next. lgbtq community wants aids to come back.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-14986,just stand there shut up weinstein spanked himself into a potted plant in front of woman who declined his advances. if i ever see a pussy hat ever again...,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-15009,well it is disgusting. but if she wants to get eaten out find another man,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-15044,that shit eating grin says it all. it means she's getting beat.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-15077,"yeah man i had a plate who did everything for me, untill she started saying i was an enigma and some people talked to me about how i was an emotionless robot with her. i opened up abit and not even a week later she lost interest.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-15087,body slam her-,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-15108,"i doubt it, its only because female pedophiles are rarely recognized as such. hell, when a woman sleeps with a young boy its practically not even a crime, she gets a slap on the wrist and everyone says nice.",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (low confidence)
sexism2022_english-15156,im ngl short girls are cute as hell but sadlly foids dont find short men cute.,sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,sexist (low confidence)
sexism2022_english-15405,"i really hate when females want to turn into men, that really pisses me off.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-15408,"also, i have never and would never call you a horrible mother, because you are a fucking disaster of a mother with sore bird perches...i think. og",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-15440,are they trying to poop on the floor? nasty ass women.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-15559,and constantly by cat girls. my man,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-15560,"she had a public fmm threesome at a party in front of everyone, then said it was rape it's disgusting shit like this that makes me want to become a hermit, living in the woods.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-15607,don't do that. just flirt and take it there subtly. she already knows your interested. she knows cause your a man and she's a woman. nature takes care of that shit automatically.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-1567,oooooo. need to use this more. it's pretty much saying all women already have a husband. very very good. well done.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-15671,"ngl, that dude looks better than most. if i saw him on the street, i'd think he was a cute chick!",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-15744,"no sadly not. i didn't want to stir up the hornets next. i was bluepilled and was brought up to believe and do everything authority figures tell me to do, especially women. i have since grown a backbone.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-15867,"in the aftermath of the antioch shooting, which justifies dyro's actions in every regard, let's remember- and anyone else who can't get a real girlfriend, had to marry a gook, cannot be trusted.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-15876,"oh jeez the fair pay thing is back...i guess next will be equality in schools or some shit women blax muzzeez wetbax, blax women muzzeez wetbax fags fags fags repeat",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (low confidence)
sexism2022_english-15956,i get that. one woman won't erase a lifetime of experiences. you can still be the resident authority on the struggles of unattractive men.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-15969,"ap journalism pros to remove the man's uterus as part of his sex transition. if they dryly write it as straight news, it magically becomes a fact that a man has a uterus. when is bruce having her penis removed? fakenews maga orwell",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-1598,i like how no one actually cared about the girl afterwards.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-15985,you must be nofap dude my neighbors mom is hotter than her jfl,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-15993,i'm sure she will detective asopaso,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-16066,sick cbs brings on bill clintons daughter to discuss kavanaugh abuse claims she's dumb as a rock. she should ask her father about all the women he's raped.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-16079,"dude, if i was a girl i would be a giga stacy thunderpussy",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (low confidence)
sexism2022_english-16123,i bet her old varicose veined legs are getting tired having to carry all that heavy silicone on top around.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-16129,"bad for girls - these strategies do not create attraction, but it is fantastic advice when applied to other men. buy it today.",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (low confidence)
sexism2022_english-16239,blog islam loving leftists lose their shit because mike pence won't eat with other women. carefully ignore abuse of muslim women. trump pence relationships marriage,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-1628,"thankfully, he didn't have to pay her. after following her back to her car she didn't even try to take a tip, she understood",not sexist,none,none,test,sexist (low confidence)
